model,percentile,gamma,dT_O,dT_L_x,q_L_x
INM-CM4-8,1,1.08393175428379,1.3584595,1.4724773889584803,0.013705581426620483
INM-CM4-8,2,1.0799199901417176,1.3584595,1.4670275698479225,0.01377931423485279
INM-CM4-8,5,1.0689831415571245,1.3584595,1.4521703039881204,0.013983135111629963
INM-CM4-8,10,1.0539722139673764,1.3584595,1.4317785668000151,0.014269768260419369
INM-CM4-8,15,1.0436169575819112,1.3584595,1.4177113703882442,0.01447230763733387
INM-CM4-8,25,1.0295323727845862,1.3584595,1.3985780323667625,0.01475432887673378
INM-CM4-8,35,1.0226940754736873,1.3584595,1.3892884824209475,0.014894056133925915
INM-CM4-8,45,1.024282301763661,1.3584595,1.3914460235127122,0.014861437492072582
INM-CM4-8,55,1.03476580323209,1.3584595,1.4056874356757634,0.01464864145964384
INM-CM4-8,65,1.0565391532558432,1.3584595,1.4352656498623562,0.014220175333321095
INM-CM4-8,75,1.0963597421149238,1.3584595,1.4893603070935684,0.013480590656399727
INM-CM4-8,85,1.1834753132463691,1.3584595,1.607703282295006,0.012036141008138657
INM-CM4-8,90,1.222740778101617,1.3584595,1.6610438260495335,0.011452378705143929
INM-CM4-8,95,1.2551488085193152,1.3584595,1.7050688228467445,0.010998079553246498
INM-CM4-8,98,1.2693021514288996,1.3584595,1.7242955659790271,0.010806954465806484
INM-CM4-8,99,1.2694224724546006,1.3584595,1.7244590172194405,0.010805347934365273
